respondent_id,현재 함께 거주하고 있는 인원 구성은 어떻게 되나요?,현재의 결혼/동거 상태를 가장 잘 설명하는 항목을 선택해주세요.,,안방(침실)에서 침대에 앉아 기대어 생활하는 빈도는 어느 정도인가요?,"침대에 기대어 생활하는 경우, 보통 한 번에 얼마나 오래 머무르시나요?",침대에 기대어 있을 때 주로 어떤 활동을 하나요? (모두 선택),,,,,,,현재 침실(안방)에 놓여 있는 가구와 물건은 무엇인가요? (모두 골라주세요),,,,,,,,,,침대를 고를 때 헤드보드 디자인이 구매 결정에 얼마나 영향을 미치나요?,현재 침대의 헤드보드는 어떤 형태로 되어 있나요?,헤드보드를 없이 침대를 사용하시는 이유는 무엇인가요?,헤드보드 없이 침대를 이용하시면서 불편했던 점은 무엇인가요?,현재 사용 중인 침대의 헤드보드는 ‘기대어 사용하기에 편안하다’고 느끼시나요?,"헤드보드가 기대어 사용하기 불편하다고(그렇지 않다고) 응답하신 경우,어떤 점이 가장 아쉬운가요? (모두 선택)",,,,,,"기대기 불편할 때, 보통 어떻게 보완해서 사용하시나요?",,,,,동의 여부,현재 거주 형태를 선택해주세요.,,성을 선택해주세요.,출생연도,추후 인터뷰 희망 여부,User_ID
115013882732,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1983,예,12733409
115013882675,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,기대면 등이 아프다,각도가 불편하다,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1989,예,2932359
115013882593,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1985,예,1383967
115013880581,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,TV / 모니터,소파 / 1인용 의자,,협탁 (침대 옆 테이블),,,,,,,어느 정도 중요함,없음(무헤드),필요성을 못느껴서,벽에 머리 부딪힘,,,,,,,,,,,,,동의합니다,빌라,,여성,1996,아니오,22681437
115013882168,4인 이상 가구,기타(구체적으로 적어주세요),앞으로 결혼할 계회입니다,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1968,아니오,12960301
115013881797,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,옷장 커텐 작은 행거,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1981,예,13770718
115013882271,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,,,머리·목을 받쳐주지 못한다,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1976,예,26528885
115013882468,4인 이상 가구,가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,,,옷장 / 드레스룸,,,,,별로 중요하지 않음,없음(무헤드),깔끔한게 좋아서,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1980,아니오,17327146
115013882415,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,,,,,"디퓨저, 결혼사진, 액자",매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1998,예,10877435
115013882330,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,,,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,아니오,9641862
115013882194,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,노트북 작업 (업무 / 검색),대화 / 통화,잠들기 전 휴식,,,,,,,,,,,싱글 매트리스 2개,매우 중요함,없음(무헤드),인테리어 시 한쪽 벽면 자체를 원목으로 벽체화해 별도의 헤드보드가 필요하지 않음,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1981,예,3959058
115013882208,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 3–4회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,,,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,8906880
115013882349,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,"매일, 비교적 오랜 시간 사용한다",30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,운동기구,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1994,예,15515485
115013881722,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이내)",,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,,,,책상 / 작업 공간,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,,,,수납이 가능한거라 기댈 수 없어여,,쿠션을 추가로 둔다,벽에 기대어 앉는다,,,동의합니다,아파트,,여성,1997,예,24785884
115013882197,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,,,,,에어드레서,보통이다,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1985,아니오,15550028
115013881897,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,캔들 부엉이인형 벽에붙인 엽서세트 원목침대 드라이플라워 액자,어느 정도 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1995,예,23057564
115013882155,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1992,아니오,3922019
115013881848,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,5–15분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,독서,,,잠들기 전 휴식,,TV / 모니터,,,,,,,식물 / 인테리어 소품,,가습기,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1984,예,13547770
115013881577,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1977,아니오,22493856
115013881972,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,15–30분,,,,,,잠들기 전 휴식,,,,,,,옷장 / 드레스룸,,,,,보통이다,없음(무헤드),위치 바꾸기 쉬움,딱히 없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1984,아니오,14310248
115013880476,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,잠들기 전 휴식,,,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1975,예,20978384
115013881935,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,노트북 작업 (업무 / 검색),,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1977,예,14032315
115013881534,3인 가구 (자녀 포함),기타(구체적으로 적어주세요),"15살 남자아이, 엄마, 동거인(남자)","매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,"챗봇과 대화하면서 계획세우기, 온라인쇼핑하기(집물건구매)",TV / 모니터,소파 / 1인용 의자,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,,,식물 / 인테리어 소품,,심미적요소를 중점에 두고있음,매우 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1986,예,16995890
115013881882,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1981,아니오,16612803
115013880626,3인 가구 (자녀 포함),기타(구체적으로 적어주세요),결혼한지 30년,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,tv다이,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1963,아니오,19428278
115013881725,4인 이상 가구,가족(부모 등)과 거주 중,,주 3–4회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1965,아니오,2774610
115013881623,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1969,아니오,22331170
115013882063,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,소파 / 1인용 의자,,협탁 (침대 옆 테이블),,,운동기구,식물 / 인테리어 소품,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1992,예,4289537
115013881298,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,,,,,,어느 정도 중요함,없음(무헤드),이사전에 쓰던 헤드보드없는 침대사용중이라 새로 장만을 못함,기대기가. 불편해서 잠잘때만 이용.,,,,,,,,,,,,,동의합니다,아파트,,여성,1977,예,11073502
115013881353,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,,오래 기대기엔 구조적으로 불안하다,별도로 삼각형 쿠션을 둬야 핸드폰 보기 편합니다,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,삼각형 쿠션으로 받친다,동의합니다,단독주택,,여성,1997,예,25092754
115013881870,4인 이상 가구,가족(부모 등)과 거주 중,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,단독주택,,여성,1970,예,1672781
115013880073,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,옷장 / 드레스룸,,식물 / 인테리어 소품,,2x3칸 서랍장,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1989,예,24839696
115013881911,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1997,예,5925217
115013880667,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,,,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1980,아니오,6665868
115013881460,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,,,,보통이다,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,,,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1977,아니오,19983185
115013881241,4인 이상 가구,결혼한 지 5년 이상,,주 3–4회 정도,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1985,예,20600627
115013880504,2인 가구 (배우자 / 연인 / 친구 등),기타(구체적으로 적어주세요),25년 12월31일 혼인신고！！！！！  1월 22일 입주합니다！！！！ 도와줘요 오늘의집！！ 장바구니 천만원 넘어감ㅠㅠ,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),,,,,잠들기 전 휴식,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,,,완전 드레스룸은아니고 수납장있어요 집에서입는옷들！ 티브이 모니터도 아니구.. 자기전에 마비노기모바일하거나 넷플릭스보려고 아이패드 큰거.. 거치대에..,별로 중요하지 않음,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,각도가 불편하다,,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,ㅠㅠ 해드에 기댄다는생각을 해본적도없어용,,쿠션을 추가로 둔다,벽에 기대어 앉는다,,,동의합니다,기타(구체적으로 명시),빌라살다가 결혼해서 1월중순에 오피스텔입주예정〜〜〜!,여성,1996,예,12397385
115013880672,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,매우 중요함,없음(무헤드),깔끔해서,등을 기댈때 애메한부분들이 있어 불편함,,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,2707269
115013881786,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 매일,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,"아기용품 (수유용품, 유아침대 등)",,전혀 중요하지 않음,없음(무헤드),디자인적으로 깔끔하고 넓어보임,머리가 벽에 닿을때,,,,,,,,,,,,,동의합니다,아파트,,남성,1986,예,7977205
115013880668,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,소파 / 1인용 의자,,,,,,,,수납장,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,그냥 누워있어요,동의합니다,아파트,,여성,1986,아니오,4480239
115013880908,3인 가구 (자녀 포함),가족(부모 등)과 거주 중,,주 3–4회 정도,30분–1시간,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,TV / 모니터,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,남성,1961,예,23894010
115013881106,4인 이상 가구,결혼한 지 5년 이상,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1977,예,25370249
115013881452,3인 가구 (자녀 포함),결혼한 지 5년 이상,,"매일, 비교적 오랜 시간 사용한다",1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,쿠션을 추가로 둔다,,,,동의합니다,빌라,,여성,1992,예,19030665
115013879938,4인 이상 가구,결혼한 지 5년 이상,,주 1–2회 정도,15–30분,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,,,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,,각도가 불편하다,,,,쿠션을 받쳐 사용하고 있지만 밀리고 허리가 아프고 불편해 오래있지 못한다,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1969,예,19518717
115013881160,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,주 1–2회 정도,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,컴퓨터,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,빌라,,여성,1965,아니오,6973302
115013881689,3인 가구 (자녀 포함),결혼한 지 5년 이상,,주 1–2회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,잠들기 전 휴식,,,,화장대,,,,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,,,,,동의합니다,아파트,,여성,1981,예,13460801
115013881448,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1~3년,,주 3–4회 정도,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",독서,,,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,,,머리·목을 받쳐주지 못한다,,,베개를 여러 개 받친다,,,,,동의합니다,빌라,,여성,1991,예,2229028
115013881261,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),책상 / 작업 공간,옷장 / 드레스룸,,,,,매우 중요함,없음(무헤드),헤드가 너무 올드해보여서,기댈때 벽에 바로 닿으니 딱딱함,,,,,,,,,,,,,동의합니다,아파트,,여성,1980,예,15172612
115013881315,4인 이상 가구,결혼한 지 5년 이상,,"매일, 비교적 오랜 시간 사용한다",30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,옷장 / 드레스룸,운동기구,,,,별로 중요하지 않음,없음(무헤드),방향,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1976,아니오,10840688
115013881795,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,,,옷장 / 드레스룸,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1991,예,16452761
115013881489,3인 가구 (자녀 포함),결혼한 지 5년 이상,,거의 매일,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,매우 중요함,나무/철제 등 (하드 타입),,,그렇지 않다,기대면 등이 아프다,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,,,,쿠션을 추가로 둔다,,,,동의합니다,아파트,,여성,1981,예,14357751
115013881404,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,나무/철제 등 (하드 타입),,,어느 정도 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1986,예,12787941
115013879632,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,,별로 중요하지 않음,나무/철제 등 (하드 타입),,,전혀 그렇지 않다,,각도가 불편하다,쿠션감이 부족하다,머리·목을 받쳐주지 못한다,오래 기대기엔 구조적으로 불안하다,,베개를 여러 개 받친다,,,,기대지 않는다,동의합니다,아파트,,남성,1993,예,12135071
115013880929,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 매일,15–30분,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,대화 / 통화,잠들기 전 휴식,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,,,"러그, 반려견용품(침대/하우스), 수납장(가방)",매우 중요함,나무/철제 등 (하드 타입),,,보통이다,,,,,,,,,,,,동의합니다,아파트,,여성,1982,예,17742890
115013880625,2인 가구 (배우자 / 연인 / 친구 등),"동거 중 (결혼 계획 있음, 6개월 이후)",,거의 매일,1시간 이상,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,,협탁 (침대 옆 테이블),,,,,,,매우 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1978,예,12584798
115013880971,4인 이상 가구,결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,화장대,협탁 (침대 옆 테이블),,옷장 / 드레스룸,,식물 / 인테리어 소품,,,어느 정도 중요함,없음(무헤드),깔끔하게 정리되어 보이기 위해서,딱딱한 벽 때문에 쿠션과 베개를 많이 배치해야함,,,,,,,,,,,,,동의합니다,아파트,,여성,1988,예,10613909
115013880662,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 3~5년,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,,,,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,"선반과 액자, 오브제 등등",어느 정도 중요함,없음(무헤드),거의 바로 잠만 자고 다양한 침실 인테리어 무드를 주고 싶어서 헤드보드 없이 사용하고 있어요.,가끔씩 기댈 일이 있거나 벽지 손상이 걱정될 때 불편한 것 같아요.,,,,,,,,,,,,,동의합니다,아파트,,여성,1987,예,4102123
115013881557,4인 이상 가구,결혼한 지 5년 이상,,거의 매일,1시간 이상,영상 시청 (TV / 태블릿 / 노트북 / 휴대폰),"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,,,화장대,,,,,,,,어느 정도 중요함,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1989,예,6017092
115013881359,2인 가구 (배우자 / 연인 / 친구 등),결혼한 지 1년 이내,,거의 없다 (바로 눕거나 잠만 잔다),,,,,,,,,TV / 모니터,,화장대,협탁 (침대 옆 테이블),,,,식물 / 인테리어 소품,,,별로 중요하지 않음,패브릭/쿠션 등 (소프트 타입),,,매우 그렇다,,,,,,,,,,,,동의합니다,아파트,,여성,1996,예,20392260
115013880686,2인 가구 (배우자 / 연인 / 친구 등),가족(부모 등)과 거주 중,,주 1–2회 정도,30분–1시간,,"휴대폰 사용 (SNS, 웹서핑 등)",,,,,,TV / 모니터,,,,책상 / 작업 공간,,,,,,전혀 중요하지 않음,없음(무헤드),좁은면젹,없음,,,,,,,,,,,,,동의합니다,아파트,,여성,1967,예,2986366
